Open,High,Low,Close,Volume,Ticker,Date
167.37042504765017,168.52722497825897,166.7376452115908,167.6769256591797,52472900,AAPL,2023-05-01
168.17131233528283,168.42838908551266,165.65007435006245,166.6387939453125,48425700,AAPL,2023-05-02
167.58794352434566,168.9919233057137,165.27434367702065,165.56106567382812,65136000,AAPL,2023-05-03
163.0299431104764,165.15568380990734,162.45648404157697,163.91978454589844,81235400,AAPL,2023-05-04
169.05123536921852,172.33379095243657,168.8337158986843,171.61203002929688,113316400,AAPL,2023-05-05
170.53428781013776,171.8888434081604,170.16846652439008,171.54278564453125,55962800,AAPL,2023-05-08
171.09791142977792,171.58237432630546,169.6642711810136,169.8323516845703,45326900,AAPL,2023-05-09
171.06824047843108,172.06684167430913,169.96086445482297,171.60214233398438,53724500,AAPL,2023-05-10
171.8888865269506,172.62052928198048,170.2278299661715,171.79000854492188,49514700,AAPL,2023-05-11
171.89890853860956,172.3345492571858,169.3048853057611,170.8593292236328,45497800,AAPL,2023-05-12
171.44346424843133,171.49297161869612,169.77021484316816,170.36427307128906,37266700,AAPL,2023-05-15
170.28506430037106,171.42365827881974,170.09694535788182,170.36427307128906,42110300,AAPL,2023-05-16
170.00782273724468,171.2157148171782,168.73060221741753,170.9781036376953,57951600,AAPL,2023-05-17
171.28506154552485,173.50286200077872,170.86922679282654,173.3147430419922,65496700,AAPL,2023-05-18
174.64144781679403,174.64144781679403,173.20582466782196,173.42364501953125,55772400,AAPL,2023-05-19
172.25532419255816,172.97809854709377,171.7305793150355,172.47314453125,43570900,AAPL,2023-05-22
171.4137731194303,171.66129487805824,169.58210606257185,169.8593292236328,50747300,AAPL,2023-05-23
169.39397044171028,170.71078788094945,168.82962874348078,170.13653564453125,45143500,AAPL,2023-05-24
170.70092465718818,172.17614480297772,169.98806071937864,171.27517700195312,56058300,AAPL,2023-05-25
171.60187949980389,174.0275895351184,171.39395459047836,173.69094848632812,54835000,AAPL,2023-05-26
175.20579349606086,177.21566879798618,174.81966018947244,175.54241943359375,55964400,AAPL,2023-05-30
175.57211342872856,177.57209321550437,175.0077566388477,175.49290466308594,99625300,AAPL,2023-05-31
175.9384564736909,178.33446519527467,175.17608525533697,178.3047637939453,68901800,AAPL,2023-06-01
179.2354435119536,179.97800874169684,177.48298533965166,179.15623474121094,61945900,AAPL,2023-06-02
180.81960374527281,183.11659785767154,176.27509267968756,177.79983520507812,121946500,AAPL,2023-06-05
178.18596289670575,178.33446990727649,175.67113339582835,177.43350219726562,64848400,AAPL,2023-06-06
176.67111530134713,179.41366034455214,175.56222276728346,176.05726623535156,61944600,AAPL,2023-06-07
176.1364684949153,179.04732664647344,175.70084291207064,178.78001403808594,50214900,AAPL,2023-06-08
179.70076268646082,180.42352185448632,178.83939196419036,179.16612243652344,48870700,AAPL,2023-06-09
179.47308536155512,182.06710862095264,179.17605622243772,181.9680938720703,54274900,AAPL,2023-06-12
180.98790470199526,182.32451307330234,180.63147278147434,181.4928436279297,54929100,AAPL,2023-06-13
181.55225831570974,182.5621513412214,180.21564985689943,182.1265106201172,57462900,AAPL,2023-06-14
182.13641040467775,184.67103069686027,181.95818688950908,184.16607666015625,65433200,AAPL,2023-06-15
184.87895397960628,185.1363862861082,182.44334825251562,183.08689880371094,101235600,AAPL,2023-06-16
182.58193651385486,184.2551858622496,182.58193651385486,183.1759796142578,49799100,AAPL,2023-06-20
183.0670826761933,183.57203672168455,180.77998409317422,182.13641357421875,49515700,AAPL,2023-06-21
181.91859254012144,185.19577812392734,181.84927919785179,185.14627075195312,51245300,AAPL,2023-06-22
183.71064919871634,185.70071866604846,183.17599374881706,184.82943725585938,53079300,AAPL,2023-06-23
184.97794384564872,186.18585111473345,183.39379870692287,183.43341064453125,48088700,AAPL,2023-06-26
184.04726807160984,186.52248552112178,183.8294477274505,186.1957550048828,50730800,AAPL,2023-06-27
186.0670251747448,188.0174975900725,185.7403097900696,187.3739471435547,51216800,AAPL,2023-06-28
187.2056628454855,188.18585447217086,187.06705126158826,187.71060180664062,46347300,AAPL,2023-06-29
189.73036510372253,192.55210381756805,189.36402266288647,192.0471649169922,85069600,AAPL,2023-06-30
191.85907691511048,191.95809166806356,189.85909674419335,190.5521697998047,31458200,AAPL,2023-07-03
189.67094537484306,191.0669563536009,188.73035077998927,189.43331909179688,46920300,AAPL,2023-07-05
187.95809689875657,190.11649423604223,187.32444187549908,189.9085693359375,45094300,AAPL,2023-07-06
189.51255404191053,190.7600582083635,188.35415407859097,188.78977966308594,46778000,AAPL,2023-07-07
187.38386117936162,188.10663557063202,185.18586681905202,186.7403106689453,59922200,AAPL,2023-07-10
187.28485666382537,187.4234682366511,184.75023641356677,186.21556091308594,46638100,AAPL,2023-07-11
187.79968989475896,189.7996698114742,186.60169311695756,187.88880920410156,60750200,AAPL,2023-07-12
188.61157199087162,189.29473443261006,187.89870814797314,188.6511688232422,41342300,AAPL,2023-07-13
188.34425119556795,189.28483085110778,187.75020804300397,188.79969787597656,41573900,AAPL,2023-07-14
189.9976776399959,192.39370132812152,189.9085734412509,192.0669708251953,50520200,AAPL,2023-07-17
191.43334748632677,192.40362861755497,190.51255862424458,191.8095703125,48353800,AAPL,2023-07-18
191.18579595006162,196.26493172677777,190.74024473686075,193.1659698486328,80507300,AAPL,2023-07-19
193.1560618639693,194.52238670645607,190.5917402572243,191.2154998779297,59581200,AAPL,2023-07-20
192.17588392818155,193.03725474426253,189.33432409540026,190.03729248046875,71917800,AAPL,2023-07-21
191.49274025459553,192.97787083183135,190.3442356490594,190.8392791748047,45377800,AAPL,2023-07-24
191.4135040021873,192.51250107589357,191.0075647435374,191.70062255859375,37283200,AAPL,2023-07-25
191.75014067908202,193.70061320853526,191.40361930588426,192.57191467285156,47471900,AAPL,2023-07-26
194.07684234558644,195.24513765991685,190.64123952357383,191.30459594726562,47460200,AAPL,2023-07-27
192.7402132321551,194.6807901855661,192.21546838859783,193.8887176513672,48291400,AAPL,2023-07-28
194.11647588529388,194.5422211974479,193.32440317776312,194.5026092529297,38824100,AAPL,2023-07-31
194.29468863259882,194.77982161953312,193.3441984148306,193.67092895507812,35175100,AAPL,2023-08-01
193.1065496196106,193.24516118654293,189.94818497968632,190.6709442138672,50389300,AAPL,2023-08-02
189.67099202259732,190.46304961249734,188.79971054467114,189.2749481201172,61235200,AAPL,2023-08-03
183.6809340478131,185.5224963676216,180.11661500704574,180.18592834472656,115799700,AAPL,2023-08-04
180.32454086912372,181.31462781819698,175.5919264611557,177.07705688476562,97576100,AAPL,2023-08-07
177.90874423926195,178.48299654054432,175.81965996172053,178.0176544189453,67823000,AAPL,2023-08-08
179.07704055404358,179.13644336005612,175.25530392276485,176.42361450195312,60378500,AAPL,2023-08-09
177.70080592181807,178.95822060931928,175.8394526832055,176.20578002929688,54686900,AAPL,2023-08-10
175.7992882281701,177.08812715930858,175.035887610981,176.26524353027344,51988100,AAPL,2023-08-11
176.44373225185288,178.14898275911253,175.78938877461678,177.92095947265625,43675600,AAPL,2023-08-14
177.34592099472832,177.94076628789648,175.53161335110406,175.9281768798828,43622600,AAPL,2023-08-15
175.61092006059548,177.0088162608788,174.9863181633248,175.05572509765625,46964900,AAPL,2023-08-16
175.6208528452633,175.98767489704687,171.99223724872292,172.50778198242188,66062900,AAPL,2023-08-17
170.82237017622754,173.59836059602029,170.48528962334868,172.99359130859375,61114200,AAPL,2023-08-18
173.56859991663836,174.61950689363672,172.25000423465377,174.3319854736328,46311900,AAPL,2023-08-21
175.541512243613,176.15619021692956,174.73846130997606,175.71005249023438,42084200,AAPL,2023-08-22
176.9890180826326,179.99303161559698,176.80064510070915,179.56671142578125,52722800,AAPL,2023-08-23
179.1205572949361,179.54687744583052,174.50051821034532,174.8673553466797,54945800,AAPL,2023-08-24
175.85879974601767,177.6136093916348,174.31218067560857,177.0782470703125,51449600,AAPL,2023-08-25
178.5455506421133,179.04126265908485,177.0187642861302,178.6446990966797,43820700,AAPL,2023-08-28
178.15886298414327,183.31426398332457,177.96058123954543,182.54095458984375,53003900,AAPL,2023-08-29
183.35397487739837,186.23902262970705,183.1556930836303,186.0407257080078,60813900,AAPL,2023-08-30
186.22907807070516,187.49809956371718,185.8721648302999,186.25881958007812,60794500,AAPL,2023-08-31
187.86491606664922,188.2912210727348,186.66528651811905,187.83517456054688,45732600,AAPL,2023-09-01
186.66529992482816,188.350717612699,186.00104769428793,188.0731201171875,45280000,AAPL,2023-09-05
186.78426205503195,187.2304149251444,179.91370149278592,181.3413543701172,81755800,AAPL,2023-09-06
173.67765269377628,176.6816813943478,172.05171790486162,176.03724670410156,112488800,AAPL,2023-09-07
176.82045661878996,178.6942471635063,176.265246533602,176.6519012451172,65551300,AAPL,2023-09-08
178.52571023294755,178.75373349578624,175.8191120741523,177.82179260253906,58953100,AAPL,2023-09-11
177.95070042200115,178.58521118121962,173.32075212571604,174.78805541992188,90370200,AAPL,2023-09-12
174.99623588192003,175.77946927367296,172.48793449989455,172.71597290039062,84267900,AAPL,2023-09-13
172.50778112260195,174.58977763559852,172.09138484558866,174.2328643798828,60895800,AAPL,2023-09-14
174.9665039932106,174.98633670911127,172.32932763975032,173.5091094970703,109205100,AAPL,2023-09-15
174.96648328990372,177.8416216381054,174.65914430549358,176.44371032714844,67257600,AAPL,2023-09-18
175.99757641576028,178.08948146713516,175.6109216966876,177.53428649902344,51826900,AAPL,2023-09-19
177.72265814247962,178.1588871164402,173.89576095445636,173.98500061035156,58436200,AAPL,2023-09-20
173.05304760725463,174.78803946069445,172.36896268457267,172.4383544921875,63047900,AAPL,2023-09-21
173.17201907467273,175.56135441857745,172.55734106823024,173.29098510742188,56725400,AAPL,2023-09-22
172.70606425815106,175.45231307707115,172.65649003070402,174.5699462890625,46172700,AAPL,2023-09-25
173.3207639858642,173.6974948472255,170.18786027937264,170.48529052734375,64588900,AAPL,2023-09-26
171.1395892983555,171.55598552227247,167.60021383109716,168.96836853027344,66921800,AAPL,2023-09-27
167.88773731405627,170.55467030699108,166.18248681585104,169.22616577148438,56294400,AAPL,2023-09-28
170.5447655196905,171.58576377459906,168.87916528625075,169.74171447753906,51814200,AAPL,2023-09-29
169.75161672914737,172.8052044328195,169.46409530048962,172.25991821289062,52164500,AAPL,2023-10-02
170.78267952738358,172.14094058886474,169.35504178574476,170.92147827148438,49594600,AAPL,2023-10-03
169.62271803074952,172.71597100628938,169.50375199905025,172.17068481445312,53020300,AAPL,2023-10-04
172.29955283135268,173.9453201351637,171.19907169783187,173.4099578857422,48527900,AAPL,2023-10-05
172.30950772319366,176.46357702906525,171.6948145080504,175.96786499023438,57224100,AAPL,2023-10-06
175.29365932051672,177.51445432768062,174.2923266162491,177.45497131347656,42390800,AAPL,2023-10-09
176.57261638357625,178.17871838563994,176.42389371024447,176.86012268066406,43698000,AAPL,2023-10-10
176.6717266565692,178.30758508223448,176.07688142463152,178.2580108642578,47551100,AAPL,2023-10-11
178.52572180730996,180.77624333047942,177.50454119898205,179.1602325439453,56743100,AAPL,2023-10-12
179.86414450043375,180.36976530628638,176.61227491408687,177.31619262695312,51427100,AAPL,2023-10-13
175.23418002024147,177.5441995976702,174.99623283045386,177.18728637695312,52517000,AAPL,2023-10-16
175.1350405719026,176.88986525789463,173.3009152798367,175.63075256347656,57549400,AAPL,2023-10-17
174.07422069011992,176.05706860986896,173.60825021874456,174.3319854736328,54764400,AAPL,2023-10-18
174.53028914557814,176.31485552292168,173.68758775067354,173.9552764892578,59302900,AAPL,2023-10-19
173.80652221036553,173.9155794449356,171.15942220172326,171.39736938476562,64189300,AAPL,2023-10-20
169.4442697526279,172.51767489960218,168.4726633962427,171.51634216308594,55980100,AAPL,2023-10-23
171.56592094062157,172.18059896074934,169.97963653831403,171.95257568359375,43816600,AAPL,2023-10-24
170.4059694558874,171.57584256593557,169.18650699014253,169.63265991210938,57157000,AAPL,2023-10-25
168.90890687614655,169.91025482669738,164.24921696829185,165.45875549316406,70625300,AAPL,2023-10-26
165.47858075180807,167.5110029440003,165.39926501775972,166.77734375,58499100,AAPL,2023-10-27
167.5704619394744,169.70201714769797,167.4217392864812,168.82955932617188,51131000,AAPL,2023-10-30
167.89766069037708,169.43435579022267,166.4600837859852,169.30548095703125,44846000,AAPL,2023-10-31
169.5335119738121,172.73580740860803,168.66105397183955,172.47804260253906,56934900,AAPL,2023-11-01
174.01474271477764,176.25535548295753,173.95525969593038,176.0471649169922,77334800,AAPL,2023-11-02
172.74571998498175,175.30359567263832,171.8633532465518,175.13504028320312,79763700,AAPL,2023-11-03
174.86736758526175,177.8911986418375,174.69882732290304,177.6929168701172,63841300,AAPL,2023-11-06
177.64333789269085,180.87538968418906,177.4351473327296,180.26071166992188,70530000,AAPL,2023-11-07
180.78617090399572,181.87672821790486,180.03267898856913,181.321533203125,49340300,AAPL,2023-11-08
181.3909282750837,182.54096853276508,180.2507816826859,180.84564208984375,53763500,AAPL,2023-11-09
182.63254933718324,185.21365353801235,182.1957456895483,185.0448760986328,66133400,AAPL,2023-11-10
184.46913200851657,184.67759686655458,182.87083578949566,183.45654296875,43627500,AAPL,2023-11-13
186.33545119454976,186.74247420260892,184.9456350058848,186.0773468017578,60108400,AAPL,2023-11-14
186.4843631662735,188.12236184083608,186.414864785386,186.6431884765625,53790500,AAPL,2023-11-15
188.191859451107,189.57175373642215,187.2785343944212,188.33084106445312,54412900,AAPL,2023-11-16
188.86690055056806,188.99596031021713,187.19912126214516,188.31097412109375,50922700,AAPL,2023-11-17
188.50951003765908,190.51482899547432,188.49958819031184,190.05816650390625,46505100,AAPL,2023-11-20
190.01848054916417,190.12768147094766,188.36062302598555,189.2540740966797,38134500,AAPL,2023-11-21
190.09788874466753,191.52740733771327,189.4426832554431,189.919189453125,39617700,AAPL,2023-11-22
189.48239453680722,189.51217522879531,187.87417657801197,188.5889434814453,24048300,AAPL,2023-11-24
188.53929229982836,189.28383984926063,187.52670339120002,188.4102325439453,40552600,AAPL,2023-11-27
188.40030507150686,189.6908571482296,188.0230628104096,189.0157928466797,38415400,AAPL,2023-11-28
189.51216190888897,190.693513100917,187.5962001689742,187.9932861328125,43014200,AAPL,2023-11-29
188.45989087281944,188.93641225844013,186.82189215984647,188.569091796875,48794400,AAPL,2023-11-30
188.94632812953898,190.16738195236098,187.85431892352926,189.84971618652344,45679300,AAPL,2023-12-01
188.59886103241988,188.66835941071503,186.08725507958516,188.0528564453125,43389500,AAPL,2023-12-04
188.82719982806023,192.9867262414063,188.79740398889692,192.01385498046875,66628400,AAPL,2023-12-05
193.03637997744386,193.34412390879868,190.71339499767492,190.921875,41089700,AAPL,2023-12-06
192.22233461466143,193.5823700079149,192.18261692775607,192.85768127441406,47477700,AAPL,2023-12-07
192.78816888710017,194.56516412443645,192.26202318278135,194.28720092773438,53377300,AAPL,2023-12-08
191.70610576075973,192.08334803730577,190.0283895071003,191.7755889892578,60943700,AAPL,2023-12-11
191.6763396332624,193.30441647720014,190.32622602015354,193.29449462890625,52696900,AAPL,2023-12-12
193.67172809287342,196.5605765657659,193.433482543182,196.5208740234375,70404200,AAPL,2023-12-13
196.58041195784497,198.16877097511053,194.733933428728,196.6697540283203,66831600,AAPL,2023-12-14
196.09397982207716,196.95765018105735,195.56783406915136,196.13369750976562,128256700,AAPL,2023-12-15
194.66445486912104,195.20053764226134,192.97681661429394,194.46591186523438,55751900,AAPL,2023-12-18
194.73397238650372,195.5182226306682,194.46593097359565,195.50830078125,40714100,AAPL,2023-12-19
195.46854814025792,196.24287639656293,193.41360473632812,193.41360473632812,52242800,AAPL,2023-12-20
194.67436895686498,195.64724016492798,192.09326476649224,193.26467895507812,46482500,AAPL,2023-12-21
193.76106624785666,193.9894050921648,191.56714106698067,192.19256591796875,37122800,AAPL,2023-12-22
192.20248713561688,192.48045036895266,191.42815882163003,191.6465606689453,28919300,AAPL,2023-12-26
191.09061350986994,192.09326541098244,189.7007823458299,191.7458038330078,48087700,AAPL,2023-12-27
192.72862541967714,193.24484932489418,191.76567598880632,192.17269897460938,34049900,AAPL,2023-12-28
192.4903607097449,192.98672576072192,190.33613820624774,191.1303253173828,42628800,AAPL,2023-12-29
185.78942219080653,187.07005243391947,182.55312769161858,184.2904052734375,82488700,AAPL,2024-01-02
182.88072651321147,184.5286619910614,182.09646131024977,182.91050720214844,58414500,AAPL,2024-01-03
180.82580048582,181.7589693006513,179.56504403399205,180.58755493164062,71983600,AAPL,2024-01-04
180.66694755236284,181.4313387856725,178.8601715873943,179.86282348632812,62303300,AAPL,2024-01-05
180.76622380895435,184.2507162227342,180.18051667398524,184.21099853515625,59144500,AAPL,2024-01-08
182.58292017691045,183.80397397190293,181.40156892129536,183.79405212402344,42841800,AAPL,2024-01-09
183.00979086506445,185.04487535026095,182.5829090664718,184.83641052246094,46792900,AAPL,2024-01-10
185.18385896123664,185.6901609871056,182.2850890001184,184.2407684326172,49128400,AAPL,2024-01-11
184.7073562390581,185.382420570264,183.84368591687618,184.56837463378906,40444700,AAPL,2024-01-12
180.83571426310817,182.92043833380222,179.61464536328148,182.29502868652344,65603000,AAPL,2024-01-16
