Date,Open,High,Low,Close,Volume,Ticker,momentum_rsi,trend_macd,volatility_bbm,trend_ema_fast
2019-02-07,41.06710424288514,41.43394701369877,40.57639578886016,40.719322204589844,126966800,AAPL,66.46871281382747,1.0772111618773437,38.04496097564697,39.475621349341864
2019-02-08,40.42745635147224,40.82696978947142,40.29109357574107,40.76716232299805,95280000,AAPL,66.69098639434674,1.1004466520584302,38.25149707794189,39.674319960673586
2019-02-11,40.920285117420185,40.95856278685329,40.48967046219642,40.53273010253906,83973600,AAPL,64.43684263086219,1.0874092475533388,38.46429672241211,39.80638305942212
2019-02-12,40.693009943062364,40.90831540610889,40.597315786984844,40.88199996948242,89134000,AAPL,66.26623868760504,1.092664612354774,38.72183494567871,39.97186258404678
2019-02-13,41.00161657355029,41.26237631491163,40.64994829285385,40.7121467590332,89960800,AAPL,64.52783027851494,1.0707805011821137,38.934315299987794,40.085752457121615
2019-02-14,40.599710089365466,40.97051353375331,40.52076378013357,40.860469818115234,87342800,AAPL,65.38187887650837,1.0532642421424754,39.13193912506104,40.204939743428326
2019-02-15,40.96811920223984,41.07577192408644,40.60927436251219,40.76955795288086,98507200,AAPL,64.35905451520696,1.0202854374956516,39.31406021118164,40.2918040833441
2019-02-19,40.59970630755749,41.013572995865594,40.54707543963872,40.891563415527344,75891200,AAPL,65.14705509606672,0.9925527877128744,39.490846824646,40.38407474983383
2019-02-20,40.953775654222376,41.46333661496224,40.90593039437642,41.154727935791016,104457600,AAPL,66.84960098378518,0.9805069664201866,39.722716331481934,40.50263677844263
2019-02-21,41.0996960761142,41.23605521603749,40.740851238983446,40.922664642333984,68998800,AAPL,63.88594058588269,0.9413833170242683,39.93559856414795,40.56725644981053
2019-02-22,41.04706729027582,41.38677331528308,40.99922203963624,41.37959671020508,75652800,AAPL,66.98918338070415,0.9364532915211825,40.185857963562015,40.692231874486616
2019-02-25,41.66428607628652,42.07336721819213,41.61404618411542,41.6810302734375,87493600,AAPL,68.88844922983532,0.9459648857977498,40.39092254638672,40.844354705094446
2019-02-26,41.556619454852914,41.936994045806486,41.42743328977117,41.70494079589844,68280800,AAPL,69.04061046383707,0.9445441550620473,40.61457195281982,40.976752565218135
2019-02-27,41.4370104938114,41.86523038704116,41.3221775193489,41.834129333496094,111341600,AAPL,69.89726921669487,0.9429726493075421,40.86397571563721,41.10865668341474
2019-02-28,41.702563057432904,41.84370783973421,41.36763896595908,41.42266082763672,112861600,AAPL,63.8383594257099,0.8981715870745504,40.966913032531735,41.15696501329505
2019-03-01,41.69298210311197,41.90111092514982,41.36045272462982,41.85805130004883,103544800,AAPL,67.0892275928738,0.887567469596398,41.07744579315185,41.2648244420264
2019-03-04,42.0303029662159,42.523115990828586,41.6188272339384,42.068580627441406,109744800,AAPL,68.56099244076154,0.8859390336480004,41.19755249023437,41.388479239782555
2019-03-05,42.090123896163234,42.10447711112081,41.75519972892704,41.99203872680664,78949600,AAPL,67.38118717106548,0.8684611155905273,41.25749588012695,41.48133454547857
2019-03-06,41.78629120176347,41.98246149544059,41.611654375939004,41.75040817260742,83241600,AAPL,63.6571199364859,0.8255952254317052,41.270459938049314,41.52273048811377
2019-03-07,41.59490999919565,41.73127282208399,41.152336784456246,41.26716613769531,99185600,AAPL,56.88570346463807,0.7440531237993895,41.258547401428224,41.4834128957417
2019-03-08,40.745637452672355,41.40351966366564,40.54946718667682,41.36524200439453,95997600,AAPL,57.86531617812638,0.679511339820742,41.290843391418456,41.465232758611364
2019-03-11,41.98245800292062,42.85086008948582,41.94896596170817,42.7982292175293,128044000,AAPL,68.96197118567991,0.7355130663573917,41.39239673614502,41.67030913690643
2019-03-12,43.06139075201512,43.70013427679356,42.91067471626808,43.279090881347656,129870400,AAPL,71.65925207383802,0.809366482651015,41.52971477508545,41.91781402066662
2019-03-13,43.5996453272175,43.850837429544725,43.281469150984115,43.470462799072266,124130000,AAPL,72.67691626641331,0.87327143207105,41.659137916564944,42.15668306349826
2019-03-14,43.99438493022536,44.04223383897426,43.673817683619376,43.95371627807617,94318000,AAPL,75.10766611695334,0.9519377362714323,41.82121639251709,42.433149711894856
2019-03-15,44.221651369018744,44.814940537743325,43.956106016627054,44.52547073364258,156171600,AAPL,77.64199438278135,1.0483326293366133,42.004466438293456,42.7550452537022
2019-03-18,44.44891649745156,45.06852106720787,44.446521862203355,44.98000717163086,104879200,AAPL,79.43457527535861,1.1481682001037115,42.21498889923096,43.097347087229686
2019-03-19,45.0589505604286,45.212057541699544,44.47762003833095,44.62355041503906,126585600,AAPL,74.39697385316144,1.1848671174141572,42.40158824920654,43.33214759920036
2019-03-20,44.551777043415214,45.331668744910885,44.192932243445966,45.013492584228516,124140800,AAPL,76.17685634179637,1.231223569060944,42.59452648162842,43.590816058435465
2019-03-21,45.45846261326613,46.96800256515374,45.40822273253663,46.671356201171875,204136800,AAPL,81.92885706895481,1.3857629172120411,42.881961059570315,44.064745311164145
2019-03-22,46.731170674231585,47.29336243407434,45.64028284695774,45.70487594604492,169630800,AAPL,71.14459048146551,1.4139504440757094,43.0982250213623,44.3170731011458
2019-03-25,45.814931868238226,45.9273702501616,44.64031544808095,45.15226745605469,175381200,AAPL,65.81052520906816,1.3758385648491611,43.27178688049317,44.445564540362554
2019-03-26,45.85080891595458,46.142669720394025,44.157060586216474,44.68575668334961,199202000,AAPL,61.610969993777715,1.2930852238735469,43.42082767486572,44.48251717774518
2019-03-27,45.15465346713009,45.39627440466589,44.62834830248575,45.087669372558594,119393600,AAPL,63.756771474985094,1.2455753823751508,43.58350467681885,44.57561751540878
2019-03-28,45.202494243025605,45.34842464537016,44.86278818272628,45.1474723815918,83121600,AAPL,64.07851710759488,1.1989285912394578,43.7697452545166,44.663595187129246
2019-03-29,45.41300882282604,45.472816293174226,45.104400231628766,45.441715240478516,94256000,AAPL,65.69229949657729,1.1721913209304944,43.94892845153809,44.783305964567596
2019-04-01,45.84601856523079,45.855586155213935,45.066130393873266,45.750328063964844,111448000,AAPL,67.34913040280544,1.162503698249381,44.13301582336426,44.93207859524409
2019-04-02,45.714440695068994,46.52064793996285,45.704873105230924,46.41538619995117,91062800,AAPL,70.63974300080905,1.1947188457630986,44.354183197021484,45.16027976519903
2019-04-03,46.23118199255174,47.008679231753774,46.20725754043274,46.73356628417969,93087200,AAPL,72.08903191060378,1.2317254911808106,44.6033411026001,45.402323845042204
2019-04-04,46.59959793991464,46.97758167937359,46.20487000301009,46.81490707397461,76457200,AAPL,72.46325263250903,1.2531712679312577,44.88072814941406,45.619644341801035
2019-04-05,46.996714903688506,47.152216534789176,46.87231432887972,47.128292083740234,74106400,AAPL,73.91438974909416,1.2806917346209588,45.16888065338135,45.851743994407066
